assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,date
0,0,13,,,0,39476,0,0,0,0,10.3,0,0,2,2.7,2.2,0,Sokratis,0.0,2,0,2.7,12,False,16.6,0,0,0,0,90,,,55,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,2.5,False,5.0,a,1,3,0.0,0,1706,1706,12225,12225,0.0,0.0,Sokratis,1,2018-08-15
0,0,10,,,0,37605,0,0,0,0,24.7,0,0,3,3.0,2.5,2,Mesut,2.0,2,0,4.0,13,False,9.2,0,0,0,0,90,,,85,0,0,0,37605.jpg,2.0,0,0,Özil,4.9,False,10.0,a,1,3,6.0,2,5900,5900,23408,23408,0.2,0.2,Özil,0,2018-08-15
0,0,7,100.0,100.0,0,41792,0,0,0,0,10.8,0,0,3,2.6,2.1,1,Aaron,1.0,1,0,2.9,14,False,9.4,0,0,0,0,53,,2018-08-02T07:01:09Z,75,0,0,0,41792.jpg,1.0,0,0,Ramsey,1.4,False,8.0,a,1,3,9.0,1,2242,2242,4742,4742,0.1,0.1,Ramsey,0,2018-08-15
0,0,0,,,0,153133,0,0,0,0,0.0,0,0,3,1.7,1.2,0,Alex,0.0,0,0,0.0,15,False,0.0,0,0,0,0,0,,,55,0,0,0,153133.jpg,0.0,0,0,Iwobi,0.7,False,17.0,a,1,3,0.0,0,544,544,4895,4895,0.0,0.0,Iwobi,0,2018-08-15
0,0,0,,,0,153256,0,0,0,0,0.0,0,0,3,1.3,0.8,0,Mohamed,0.0,0,0,0.0,16,False,0.0,0,0,0,0,0,,,45,0,0,0,153256.jpg,0.0,0,0,Elneny,2.7,False,4.0,a,1,3,0.0,0,2554,2554,12394,12394,0.0,0.0,Elneny,0,2018-08-15
0,0,10,,,0,84450,0,0,0,0,1.3,0,0,3,1.7,1.2,1,Granit,1.0,2,0,1.0,17,False,8.8,0,0,0,0,69,,,55,0,0,0,84450.jpg,1.0,0,0,Xhaka,4.3,False,34.0,a,1,3,0.0,1,3115,3115,23071,23071,0.2,0.2,Xhaka,1,2018-08-15
0,0,11,,,0,57249,0,0,0,0,22.3,0,0,3,2.4,1.9,2,Henrikh,2.0,2,0,8.1,18,False,16.6,0,0,0,0,90,,,70,0,0,0,57249.jpg,2.0,0,0,Mkhitaryan,12.6,False,7.0,a,1,3,42.0,2,12036,12036,57487,57487,0.3,0.3,Mkhitaryan,0,2018-08-15
0,0,0,,,0,200641,0,0,0,0,0.0,0,0,3,1.3,0.8,0,Reiss,0.0,0,0,0.0,19,False,0.0,0,0,0,0,0,,,45,0,0,0,200641.jpg,0.0,0,0,Nelson,0.8,False,48.0,a,1,3,0.0,0,647,647,3485,3485,0.0,0.0,Nelson,0,2018-08-15
0,0,7,75.0,,0,154043,0,0,0,0,10.3,0,0,3,1.0,0.8,1,Ainsley,1.0,1,0,2.1,20,False,10.8,0,0,0,0,34,Knock - 75% chance of playing,2018-08-12T16:01:12Z,45,0,0,0,154043.jpg,1.0,0,0,Maitland-Niles,0.6,False,15.0,d,1,3,0.0,1,655,655,3647,3647,0.2,0.2,Maitland-Niles,0,2018-08-15
0,0,0,75.0,0.0,0,50175,0,0,0,0,0.0,0,0,4,1.5,0.0,0,Danny,0.0,0,0,0.0,21,False,0.0,0,0,0,0,0,Lack of match fitness - 75% chance of playing,2018-08-10T14:01:12Z,65,0,0,0,50175.jpg,0.0,0,0,Welbeck,0.5,False,23.0,d,1,3,0.0,0,370,370,6086,6086,0.0,0.0,Welbeck,0,2018-08-15
0,0,-4,,,0,59966,0,0,0,0,0.5,0,0,4,3.7,3.2,1,Alexandre,1.0,1,0,0.2,22,False,0.0,0,0,0,0,36,,,95,0,0,0,59966.jpg,1.0,0,0,Lacazette,4.0,False,9.0,a,1,3,5.0,1,4147,4147,22080,22080,0.1,0.1,Lacazette,0,2018-08-15
0,0,5,,,0,54694,0,0,0,0,12.2,0,0,4,4.5,4.0,2,Pierre-Emerick,2.0,2,0,1.4,23,False,1.0,0,0,0,0,90,,,110,0,0,0,54694.jpg,2.0,0,0,Aubameyang,18.9,False,14.0,a,1,3,1.0,2,12534,12534,54968,54968,0.2,0.2,Aubameyang,0,2018-08-15
0,0,5,,,0,198849,0,0,0,0,0.6,0,0,3,1.5,1.0,1,Lucas,1.0,0,0,0.4,450,False,3.8,0,0,0,0,20,,,50,0,0,0,198849.jpg,1.0,0,0,Torreira,1.9,False,11.0,a,1,3,0.0,1,2680,2680,8510,8510,0.2,0.2,Torreira,0,2018-08-15
0,0,15,,,0,242166,0,0,0,0,3.0,0,0,3,1.3,0.8,2,Matteo,2.0,2,0,1.5,451,False,11.4,0,0,0,0,90,,,45,0,0,0,242166.jpg,2.0,0,0,Guendouzi,1.4,False,29.0,a,1,3,1.0,2,9830,9830,4505,4505,0.4,0.4,Guendouzi,0,2018-08-15
0,0,21,,,1,40349,0,0,0,0,0.0,0,0,1,2.0,2.5,6,Asmir,6.0,0,0,1.0,24,False,10.0,0,0,0,0,90,,,45,0,0,0,40349.jpg,6.0,0,1,Begovic,4.9,False,27.0,a,2,91,0.0,6,8980,8980,5370,5370,1.3,1.3,Begovic,0,2018-08-15
0,0,0,,,0,18726,0,0,0,0,0.0,0,0,1,1.2,1.7,0,Artur,0.0,0,0,0.0,25,False,0.0,0,0,0,0,0,,,40,0,0,0,18726.jpg,0.0,0,0,Boruc,7.3,False,1.0,a,2,91,0.0,0,3896,3896,8225,8225,0.0,0.0,Boruc,0,2018-08-15
1,0,15,,,0,15149,0,0,0,0,10.8,0,0,2,1.7,2.2,4,Simon,4.0,0,0,3.7,26,False,22.2,0,0,0,0,23,,,45,0,0,0,15149.jpg,4.0,0,0,Francis,0.5,False,2.0,a,2,91,4.0,4,1200,1200,1144,1144,0.9,0.9,Francis,0,2018-08-15
0,0,25,,,1,56917,0,0,0,0,1.0,0,0,2,1.7,2.2,6,Steve,6.0,0,0,2.6,27,False,23.2,0,0,0,0,90,,,45,0,0,0,56917.jpg,6.0,0,0,Cook,1.5,False,3.0,a,2,91,2.0,6,6805,6805,2686,2686,1.3,1.3,Steve Cook,0,2018-08-15
0,0,22,,,1,41320,0,0,0,0,17.0,0,0,2,1.7,2.2,5,Charlie,5.0,0,0,3.2,28,False,13.4,0,0,0,0,90,,,45,0,0,0,41320.jpg,5.0,0,0,Daniels,17.1,False,11.0,a,2,91,2.0,5,12937,12937,21396,21396,1.1,1.1,Daniels,1,2018-08-15
0,0,25,,,1,54469,0,0,0,0,15.5,0,0,2,1.7,2.2,6,Adam,6.0,0,0,3.2,29,False,16.2,0,0,0,0,90,,,45,0,0,0,54469.jpg,6.0,0,0,Smith,0.6,False,15.0,a,2,91,0.0,6,4213,4213,1346,1346,1.3,1.3,Adam Smith,0,2018-08-15
0,0,0,,,0,149484,0,0,0,0,0.0,0,0,2,1.7,2.2,0,Tyrone,0.0,0,0,0.0,30,False,0.0,0,0,0,0,0,,,45,0,0,0,149484.jpg,0.0,0,0,Mings,0.2,False,26.0,a,2,91,0.0,0,134,134,796,796,0.0,0.0,Mings,0,2018-08-15
0,2,33,100.0,100.0,1,126184,0,0,0,0,1.1,0,0,2,2.1,2.6,8,Nathan,8.0,0,0,3.6,31,False,35.0,0,0,0,0,90,,2018-08-05T11:01:10Z,50,0,0,0,126184.jpg,8.0,0,0,Aké,4.1,False,5.0,a,2,91,0.0,8,16880,16880,5673,5673,1.6,1.6,Aké,0,2018-08-15
0,0,0,,,0,222434,0,0,0,0,0.0,0,0,2,1.2,1.7,0,Jack,0.0,0,0,0.0,32,False,0.0,0,0,0,0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,5.6,False,25.0,a,2,91,0.0,0,6387,6387,15884,15884,0.0,0.0,Simpson,0,2018-08-15
0,0,0,,,0,20037,0,0,0,0,0.0,0,0,3,1.3,1.8,0,Marc,0.0,0,0,0.0,34,False,0.0,0,0,0,0,0,,,45,0,0,0,20037.jpg,0.0,0,0,Pugh,0.7,False,7.0,a,2,91,0.0,0,389,389,2644,2644,0.0,0.0,Pugh,0,2018-08-15
0,0,8,,,1,15237,0,0,0,0,3.6,0,0,3,1.5,2.0,3,Andrew,3.0,0,0,1.5,35,False,8.8,0,0,0,0,90,,,50,0,0,0,15237.jpg,3.0,0,0,Surman,0.4,False,6.0,a,2,91,3.0,3,1028,1028,1495,1495,0.6,0.6,Surman,0,2018-08-15
0,0,0,0.0,0.0,0,56872,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Junior,0.0,0,0,0.0,36,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,2018-07-05T14:31:07Z,60,0,0,0,56872.jpg,0.0,0,0,Stanislas,0.1,False,19.0,i,2,91,0.0,0,39,39,428,428,0.0,0.0,Stanislas,0,2018-08-15
0,0,12,,,1,40387,0,0,0,0,10.4,0,0,3,1.5,2.0,3,Dan,3.0,0,0,3.5,37,False,23.2,0,0,0,0,90,,,50,0,0,0,40387.jpg,3.0,0,0,Gosling,0.1,False,4.0,a,2,91,1.0,3,380,380,333,333,0.6,0.6,Gosling,0,2018-08-15
0,0,0,,,0,103912,0,0,0,0,0.0,0,0,3,1.7,2.2,0,Jordon,0.0,0,0,0.0,38,False,0.0,0,0,0,0,0,,,55,0,0,0,103912.jpg,0.0,0,0,Ibe,0.5,False,10.0,a,2,91,0.0,0,230,230,4125,4125,0.0,0.0,Ibe,0,2018-08-15
0,0,0,,,0,155408,0,0,0,0,0.0,0,0,3,1.5,2.0,0,Lewis,0.0,0,0,0.0,39,False,0.0,0,0,0,0,0,,,50,0,0,0,155408.jpg,0.0,0,0,Cook,0.3,False,16.0,a,2,91,0.0,0,129,129,1973,1973,0.0,0.0,Lewis Cook,0,2018-08-15
0,3,38,,,1,90105,0,0,0,0,43.3,0,0,3,1.7,2.2,11,Ryan,11.0,0,1,11.1,40,False,42.8,0,0,0,0,90,,,55,0,0,0,90105.jpg,11.0,0,0,Fraser,2.1,False,24.0,a,2,91,25.0,11,25842,25842,5142,5142,2.0,2.0,Fraser,0,2018-08-15
0,0,0,0.0,0.0,0,122342,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Emerson,0.0,0,0,0.0,41,False,0.0,0,0,0,0,0,Loaned to Hibernian,2018-08-09T20:43:58Z,45,0,0,0,122342.jpg,0.0,0,0,Hyndman,0.1,False,22.0,u,2,91,0.0,0,6,6,691,691,0.0,0.0,Hyndman,0,2018-08-15
0,0,3,,,1,111317,0,0,0,0,2.8,0,0,3,1.5,2.0,3,David,3.0,0,0,2.5,42,False,3.4,0,0,0,0,66,,,50,0,0,0,111317.jpg,3.0,0,0,Brooks,0.1,False,20.0,a,2,91,19.0,3,374,374,291,291,0.6,0.6,Brooks,0,2018-08-15
1,1,31,,,1,75115,0,0,0,0,20.2,1,0,4,1.8,2.3,8,Callum,8.0,0,1,18.2,43,True,58.6,0,0,0,0,90,,,60,0,1,0,75115.jpg,8.0,0,0,Wilson,5.9,False,13.0,a,2,91,103.0,8,91621,91621,13448,13448,1.3,1.3,Wilson,0,2018-08-15
0,0,3,,,0,178304,0,0,0,0,0.0,0,0,4,1.3,1.8,1,Lys,1.0,0,0,0.0,44,False,0.0,0,0,0,0,1,,,50,0,0,0,178304.jpg,1.0,0,0,Mousset,0.3,False,9.0,a,2,91,0.0,1,1335,1335,1422,1422,0.2,0.2,Mousset,0,2018-08-15
0,0,1,,,1,78007,0,0,0,0,19.3,0,0,4,2.0,2.5,2,Joshua,2.0,0,0,4.6,45,False,5.0,0,0,0,0,90,,,65,0,0,0,78007.jpg,2.0,0,0,King,7.5,False,17.0,a,2,91,22.0,2,5784,5784,21633,21633,0.3,0.3,King,0,2018-08-15
0,0,3,,,0,7958,0,0,0,0,0.0,0,0,4,1.8,2.3,1,Jermain,1.0,0,0,0.0,46,False,0.0,0,0,0,0,1,,,60,0,0,0,7958.jpg,1.0,0,0,Defoe,0.9,False,18.0,a,2,91,0.0,1,1306,1306,4401,4401,0.2,0.2,Defoe,0,2018-08-15
0,0,0,0.0,0.0,0,171129,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Diego,0.0,0,0,0.0,473,False,0.0,0,0,0,0,0,Suspended until 01 Sep,2018-08-01T10:01:10Z,45,0,0,0,171129.jpg,0.0,0,0,Rico,0.0,False,21.0,s,2,91,0.0,0,21,21,172,172,0.0,0.0,Rico,0,2018-08-15
0,0,0,75.0,0.0,0,152551,0,0,0,0,0.0,0,0,3,1.0,0.0,0,Jefferson,0.0,0,0,0.0,494,False,0.0,0,0,0,0,0,Lack of match fitness - 75% chance of playing,2018-08-10T09:31:13Z,45,0,0,0,152551.jpg,0.0,0,0,Lerma,0.3,False,8.0,d,2,91,0.0,0,400,400,1625,1625,0.0,0.0,Lerma,0,2018-08-15
0,0,15,,,0,131897,0,0,0,0,0.0,0,0,1,1.0,2.0,2,Mathew,2.0,2,0,2.3,47,False,22.8,0,0,0,0,90,,,45,0,0,0,131897.jpg,2.0,0,3,Ryan,5.1,False,1.0,a,3,36,0.0,2,977,977,8667,8667,0.4,0.4,Ryan,0,2018-08-15
0,0,14,,,0,83299,0,0,0,0,0.3,0,0,2,0.7,1.7,1,Lewis,1.0,2,0,1.5,48,False,15.0,0,0,0,0,90,,,45,0,0,0,83299.jpg,1.0,0,0,Dunk,3.0,False,5.0,a,3,36,0.0,1,1008,1008,8746,8746,0.2,0.2,Dunk,0,2018-08-15
0,0,16,100.0,100.0,0,61933,0,0,0,0,0.0,0,0,2,0.7,1.7,1,Shane,1.0,2,0,2.7,49,False,27.0,0,0,0,0,90,,2018-07-05T14:31:07Z,45,0,0,0,61933.jpg,1.0,0,0,Duffy,3.0,False,4.0,a,3,36,0.0,1,569,569,9461,9461,0.2,0.2,Duffy,0,2018-08-15
0,0,6,75.0,,0,11352,0,0,0,0,14.6,0,0,2,0.5,1.7,1,Bruno,1.0,0,0,2.1,50,False,6.4,0,0,0,0,25,Hamstring injury - 75% chance of playing,2018-08-11T14:31:12Z,45,0,0,0,11352.jpg,1.0,0,0,Saltor Grau,0.3,False,2.0,d,3,36,0.0,1,90,90,2039,2039,0.2,0.2,Bruno,0,2018-08-15
0,0,10,,,0,42748,0,0,0,0,0.6,0,0,2,0.7,1.7,1,Gaëtan,1.0,2,0,0.7,51,False,6.2,0,0,0,0,64,,,45,0,0,0,42748.jpg,1.0,0,0,Bong,0.2,False,3.0,a,3,36,0.0,1,91,91,409,409,0.2,0.2,Bong,0,2018-08-15
0,0,0,,,0,43808,0,0,0,0,0.0,0,0,2,0.2,1.2,0,Markus,0.0,0,0,0.0,52,False,0.0,0,0,0,0,0,,,40,0,0,0,43808.jpg,0.0,0,0,Suttner,8.2,False,29.0,a,3,36,0.0,0,3825,3825,25915,25915,0.0,0.0,Suttner,0,2018-08-15
0,0,0,,,0,74375,0,0,0,0,0.0,0,0,2,0.2,1.2,0,Ezequiel,0.0,0,0,0.0,53,False,0.0,0,0,0,0,0,,,40,0,0,0,74375.jpg,0.0,0,0,Schelotto,2.4,False,21.0,a,3,36,0.0,0,1586,1586,8059,8059,0.0,0.0,Schelotto,0,2018-08-15
0,0,0,,,0,52484,0,0,0,0,0.0,0,0,2,0.7,1.7,0,Leon,0.0,0,0,0.0,54,False,0.0,0,0,0,0,0,,,45,0,0,0,52484.jpg,0.0,0,0,Balogun,0.2,False,14.0,a,3,36,0.0,0,81,81,932,932,0.0,0.0,Balogun,0,2018-08-15
0,0,4,,,0,83543,0,0,0,0,4.4,0,0,3,0.7,1.7,2,Anthony,2.0,2,0,3.6,55,False,9.4,0,0,0,0,90,,,55,0,0,0,83543.jpg,2.0,0,0,Knockaert,0.5,False,11.0,a,3,36,22.0,2,283,283,2038,2038,0.4,0.4,Knockaert,0,2018-08-15
0,0,14,,,0,40845,0,0,0,0,11.8,0,0,3,0.3,1.3,1,Dale,1.0,2,0,3.8,56,False,21.8,0,0,0,0,90,,,45,0,0,0,40845.jpg,1.0,0,0,Stephens,10.7,False,6.0,a,3,36,4.0,1,3886,3886,31809,31809,0.2,0.2,Stephens,1,2018-08-15
0,0,0,,,0,38490,0,0,0,0,0.0,0,0,3,0.3,1.3,0,Beram,0.0,0,0,0.0,57,False,0.0,0,0,0,0,0,,,45,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,7.0,a,3,36,0.0,0,118,118,446,446,0.0,0.0,Kayal,0,2018-08-15
0,0,6,,,0,109345,0,0,0,0,14.3,0,0,3,0.5,1.5,2,Solomon,2.0,2,0,2.0,58,False,3.2,0,0,0,0,70,,,50,0,0,0,109345.jpg,2.0,0,0,March,0.1,False,20.0,a,3,36,2.0,2,57,57,292,292,0.4,0.4,March,0,2018-08-15
0,0,6,,,0,60307,0,0,0,0,20.3,0,0,3,1.4,2.4,1,Pascal,1.0,2,0,3.3,59,False,8.6,0,0,0,0,59,,,70,0,0,0,60307.jpg,1.0,0,0,Groß,6.5,False,13.0,a,3,36,4.0,1,835,835,46022,46022,0.1,0.1,Groß,0,2018-08-15
0,0,9,,,0,66242,0,0,0,0,1.5,0,0,3,0.5,1.5,2,Davy,2.0,2,0,2.3,60,False,12.0,0,0,0,0,90,,,50,0,0,0,66242.jpg,2.0,0,0,Pröpper,0.2,False,24.0,a,3,36,9.0,2,89,89,684,684,0.4,0.4,Pröpper,0,2018-08-15
0,0,0,0.0,0.0,0,167473,0,0,0,0,0.0,0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,61,False,0.0,0,0,0,0,0,Knock - Expected back 19 Aug,2018-08-08T14:31:10Z,60,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.2,False,19.0,i,3,36,0.0,0,36,36,2252,2252,0.0,0.0,Izquierdo,0,2018-08-15
0,0,1,100.0,100.0,0,20529,0,0,0,0,1.8,0,0,4,1.0,2.0,2,Glenn,2.0,2,0,1.1,62,False,3.6,0,0,0,0,90,,2018-08-04T08:01:10Z,65,0,0,0,20529.jpg,2.0,0,0,Murray,0.7,False,17.0,a,3,36,6.0,2,693,693,2793,2793,0.3,0.3,Murray,0,2018-08-15
0,0,0,,,0,38499,0,0,0,0,0.0,0,0,4,0.3,1.3,0,Tomer,0.0,0,0,0.0,63,False,0.0,0,0,0,0,0,,,50,0,0,0,38499.jpg,0.0,0,0,Hemed,0.2,False,25.0,a,3,36,0.0,0,330,330,1216,1216,0.0,0.0,Hemed,0,2018-08-15
0,0,0,0.0,0.0,0,28462,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,64,False,0.0,0,0,0,0,0,Transferred to Reading,2018-08-01T08:30:27Z,45,0,0,0,28462.jpg,0.0,0,0,Baldock,0.5,False,9.0,u,3,36,0.0,0,106,106,3297,3297,0.0,0.0,Baldock,0,2018-08-15
0,0,0,100.0,100.0,0,106757,0,0,0,0,0.0,0,0,4,0.5,1.5,0,Jürgen,0.0,0,0,0.0,65,False,0.0,0,0,0,0,0,,2018-07-23T12:31:08Z,55,0,0,0,106757.jpg,0.0,0,0,Locadia,0.1,False,9.0,a,3,36,0.0,0,279,279,656,656,0.0,0.0,Locadia,0,2018-08-15
0,0,0,0.0,0.0,0,93284,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Florin,0.0,0,0,0.0,66,False,0.0,0,0,0,0,0,Knock - Expected back 19 Aug,2018-08-04T08:01:10Z,50,0,0,0,93284.jpg,0.0,0,0,Andone,0.1,False,10.0,i,3,36,0.0,0,91,91,521,521,0.0,0.0,Andone,0,2018-08-15
0,0,0,,,0,50093,0,0,0,0,0.0,0,0,1,0.2,1.2,0,David,0.0,0,0,0.0,179,False,0.0,0,0,0,0,0,,,40,0,0,0,50093.jpg,0.0,0,0,Button,1.8,False,27.0,a,3,36,0.0,0,877,877,2012,2012,0.0,0.0,Button,0,2018-08-15
0,0,0,,,0,49262,0,0,0,0,0.0,0,0,1,0.2,1.2,0,Jason,0.0,0,0,0.0,439,False,0.0,0,0,0,0,0,,,40,0,0,0,49262.jpg,0.0,0,0,Steele,1.5,False,23.0,a,3,36,0.0,0,1059,1059,1419,1419,0.0,0.0,Steele,0,2018-08-15
0,0,11,,,0,209362,0,0,0,0,1.8,0,0,2,0.7,1.7,0,Bernardo,0.0,2,0,2.0,440,False,18.0,0,0,0,0,90,,,45,0,0,0,209362.jpg,0.0,0,0,Fernandes da Silva Junior,0.2,False,30.0,a,3,36,0.0,0,120,120,952,952,0.0,0.0,Bernardo,1,2018-08-15
0,0,2,,,0,227127,0,0,0,0,1.5,0,0,3,0.5,1.5,1,Yves,1.0,0,0,1.2,466,False,1.4,0,0,0,0,30,,,50,0,0,0,227127.jpg,1.0,0,0,Bissouma,0.1,False,8.0,a,3,36,9.0,1,94,94,244,244,0.2,0.2,Bissouma,0,2018-08-15
0,0,3,,,0,165210,0,0,0,0,14.1,0,0,3,1.4,2.4,1,Alireza,1.0,0,0,1.7,476,False,2.4,0,0,0,0,19,,,70,0,0,0,165210.jpg,1.0,0,0,Jahanbakhsh,1.5,False,16.0,a,3,36,0.0,1,290,290,7096,7096,0.1,0.1,Jahanbakhsh,0,2018-08-15
0,0,0,,,0,86153,0,0,0,0,0.0,0,0,2,0.7,1.7,0,Martín,0.0,0,0,0.0,503,False,0.0,0,0,0,0,0,,,45,0,0,0,86153.jpg,0.0,0,0,Montoya,0.2,False,22.0,a,3,36,0.0,0,204,204,963,963,0.0,0.0,Montoya,0,2018-08-15
0,0,0,100.0,75.0,0,21205,0,0,0,0,0.0,0,0,1,3.2,2.4,0,Tom,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,,2018-08-12T12:31:12Z,50,0,0,0,21205.jpg,0.0,0,0,Heaton,0.1,False,1.0,a,4,90,0.0,0,183,183,494,494,0.0,0.0,Heaton,0,2018-08-15
0,0,0,0.0,0.0,0,98747,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Nick,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,Shoulder Dislocation - Unknown return date,2018-07-27T07:01:08Z,50,0,0,0,98747.jpg,0.0,0,0,Pope,0.4,False,29.0,i,4,90,0.0,0,77,77,3577,3577,0.0,0.0,Pope,0,2018-08-15
0,0,26,,,1,68983,0,0,0,0,6.8,0,0,2,2.6,2.6,6,Matthew,6.0,0,0,1.9,69,False,11.0,0,0,0,0,90,,,50,0,0,0,68983.jpg,6.0,0,0,Lowton,1.0,False,2.0,a,4,90,1.0,6,1703,1703,1398,1398,1.2,1.2,Lowton,0,2018-08-15
0,2,31,,,1,51927,0,0,0,0,10.8,0,0,2,2.6,2.6,8,Ben,8.0,0,0,5.1,70,False,34.4,0,0,0,0,90,,,50,0,0,0,51927.jpg,8.0,0,0,Mee,5.1,False,6.0,a,4,90,6.0,8,15996,15996,5571,5571,1.6,1.6,Mee,0,2018-08-15
0,0,24,100.0,100.0,1,40616,0,0,0,0,3.4,0,0,2,2.6,2.6,6,Stephen,6.0,0,0,4.2,71,False,19.8,0,0,0,0,90,,2018-08-03T12:31:10Z,50,0,0,0,40616.jpg,6.0,0,0,Ward,2.6,False,23.0,a,4,90,19.0,6,4159,4159,3272,3272,1.2,1.2,Ward,0,2018-08-15
